word,sent
cissy,"['we', 'got', 'cissy', 'jones', 'here', 'for', 'you', 'today']"
dogan,"['this', 'entry', 'was', 'posted', 'in', 'achievement/recognition', 'district', 'i', 'elizabeth', 'santos', 'district', 'ii', 'katherine', 'blueford', 'daniels', 'district', 'iii', 'daniela', 'hernandez', 'and', 'tagged', 'black', 'ms', 'dezavala', 'es', 'dogan', 'es', 'hogg', 'ms', 'reagan', 'hs', 'waltrip', 'hs', 'on', 'may', '8', '2015', 'by', 'hisd', 'communications']"
hearing aid,"['health', 'benefits', 'from', 'touch', 'health', 'benefits', 'of', 'coffee', 'health', 'benefits', 'of', 'turneric', 'curcumin', 'health', 'care', 'health', 'concerns', 'health', 'emergencies', 'health', 'is', 'in', 'our', 'hands', 'healthy', 'healthy', 'althernative', 'to', 'controlling', 'sweat', 'healthy', 'cheesecake', 'healthy', 'debate', 'healthy', 'diet', 'healthy', 'eating', 'healthy', 'families', 'healthy', 'food', 'healthy', 'functioning', 'healthy', 'gut', 'healthy', 'health', 'habits', 'healthy', 'in', '2015', 'healthy', 'people', 'healthy', 'recipe', 'healthy', 'relationship', 'with', 'god', 'healthy', 'snack', 'healthy', 'snacks', 'hearbreak', 'hear', 'disease', 'hearing', 'aid', 'hearing', 'god', 'hearing', 'god', 's', 'voice', 'hearing', 'god', 'speak', 'hearing', 'gpd', 'hearing', 'loss', 'heart', 'heart', 'warming', 'heart', 'warming', 'story', 'heartache', 'heart', 'attack', 'heartbreak', 'heartbroken', 'heart', 'disease', 'heart', 'health', 'heart', 'touching', 'heaven', 'hebrews', '11', 'hectic', 'hectic', 'pace', 'heirloom', 'white', 'paint', 'he', 'is', 'risn', 'hela', 'help', 'help', 'for', 'depression', 'helpful', 'helpful', 'hints', 'helping', 'helping', 'a', 'friend', 'helping', 'children', 'learn', 'responsibility', 'helping', 'others', 'helping', 'others']"
tojo,"['appreciative', 'intelligence', 'with', 'tojo', 'thatchenkery']"
stump jumper,"['i', 'm', 'a', 'native', 'west', 'virginian', 'and', 'i', 've', 'been', 'called', 'everything', 'from', 'a', 'hillbilly', 'to', 'a', 'stump', 'jumper']"
hearing aid,"['hearing', 'aid', 'batteries', '3']"
hearing aid,"['hearing', 'aid']"
devry,"['devry', 'inc', '5']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['batteries', 'hearing', 'aid']"
hearing aid,"['we', 've', 'been', 'having', 'some', 'trouble', 'with', 'the', 'order', 'desk', 'i', 'turned', 'my', 'hearing', 'aid', 'down', 'and', 'fell', 'asleep', 'in', 'my', 'chair', 'while', 'watching', 'the', 'price', 'is', 'right']"
cock rock,"['their', 'chugging', 'slice', 'of', 'cock', 'rock', 'is', 'the', 'second', 'release', 'from', 'adult', 'swim', 'and', 'kia', 's', 'singles', 'series', 'that', 'promises', '10', 'more', 'jams', 'between', 'now', 'and', 'september', '3']"
wedo,"['and', 'then', 'followed', 'by', 'wedo', 'release', 'occasionally', 'the', 'select', 'casks', 'and', 'then', 'we', 'have', 'some', 'specialreleases']"
cissy,"['william', 'also', 'introduces', 'lilly', 'and', 'us', 'to', 'the', 'rest', 'of', 'the', 'gang', 'the', 'sociable', 'tanya', 'kristen', 'zaza', 'officially', 'tasked', 'by', 'the', 'school', 'with', 'showing', 'lilly', 'around', 'the', 'domineering', 'bennett', 'james', 'graham', 'and', 'type', 'a', 'cissy', 'hallie', 'seline', 'who', 'are', 'a', 'couple', 'the', 'jock', 'nicholas', 'tim', 'dowler', 'coltman', 'and', 'the', 'super', 'intelligent', 'quiet', 'chadwick', 'andrew', 'pimento']"
cissy,"['cissy', 'has', 'a', 'photographic', 'memory', 'and', 'barely', 'studies', 'for', 'exams', 'but', 'manages', 'to', 'get', 'straight', 'as', 'and', 'is', 'terrified', 'of', 'getting', 'a', 'lower', 'grade']"
cissy,"['as', 'class', 'power', 'couple', 'bennett', 'and', 'cissy', 'graham', 'and', 'seline', 'appear', 'to', 'be', 'polar', 'opposites']"
cissy,"['bennett', 's', 'sharp', 'intellect', 'is', 'overlaid', 'with', 'a', 'wild', 'sadistic', 'streak', 'while', 'cissy', 'is', 'a', 'tightly', 'wound', 'overachiever', 'whose', 'smug', 'self', 'assurance', 'belies', 'an', 'underlying', 'fear', 'of', 'failure']"
wedo,"['kelly', 'mcgowan', 'gateway', 'region', 'ymca', 'wedo']"
dogan,"['it', 'is', 'yalcindag', 's', 'father', 'in', 'law', 'and', 'founder', 'of', 'the', 'dogan', 'holding', 'conglomerate', 'aydin', 'dogan', 'who', 'owns', 'trump', 'towers', 'istanbul', 'comprised', 'of', 'two', '40', 'storey', 'buildings', 'one', 'of', 'which', 'is', 'residential', 'with', 'the', 'other', 'an', 'office', 'complex']"
dogan,"['yalcindag', 'who', 'in', '2016', 'came', 'under', 'fire', 'in', 'turkey', 'after', 'hackers', 'exposed', 'his', 'apparent', 'attempts', 'to', 'reduce', 'negative', 'coverage', 'of', 'the', 'erdogan', 'regime', 'in', 'dogan', 'holding', 'newspapers', 'attended', 'trump', 's', 'inauguration', 'and', 'became', 'part', 'of', 'a', 'trio', 'of', 'us', 'and', 'turkish', 'power', 'brokers', 'through', 'marriage']"
hearing aid,"['jpg', 'description', 'width', '3284', 'height', '2209', 'alt', 'hearing', 'aid', 'crop', 'x', '0', 'y', '0', 'width', '1289', 'height', '1980', 'displaymode', 'fill', 'design', 'data', 'dataitem', 'ji3g1246', 'type', 'mediacontainerdesigndata', 'id', 'dataitem', 'ji3g1246', 'metadata', 'pageid', 'rzrbt', 'ispreset', 'false', 'schemaversion', '1']"
hearing aid,"['50/1', 'duracell', 'rechargeable', 'batteries', 'charger', 'or', 'hearing', 'aid', 'batteries', '7', '31', '16', 'rp', 'includes', 'hearing', 'aid', 'batteries', '6', 'pk', 'or', 'larger', 'only', 'excludes', '1', 'ct', 'and', 'trial', 'or', 'travel', 'size', 'limit', 'of', '4', 'identical', 'coupons', 'per', 'household', 'per', 'day', 'exp']"
lace curtain,"['lace', 'curtain', 'panels']"
lace curtain,"['lace', 'curtain', 'panels']"
lace curtain,"['lace', 'curtain', 'panels']"
hearing aid,"['ear', 'hygiene', 'and', 'hearing', 'aid', 'care']"
hearing aid,"['hearing', 'aid', 'dehumidifiers']"
hearing aid,"['hearing', 'aid', 'moisture', 'control']"
hearing aid,"['hearing', 'aid', 'retention', 'systems']"
hearing aid,"['hearing', 'aid', 'wipes', 'and', 'cleaners']"
hearing aid,"['hearing', 'aid', 'supplies']"
hearing aid,"['hearing', 'aid', 'vacuums']"
lace curtain,"['lace', 'curtain']"
hearing aid,"['hearing', 'aid', 'centres']"
hearing aid,"['hearing', 'aid', 'reviews']"
hearing aid,"['hearing', 'aid', 'maintenance']"
hearing aid,"['the', 'ultimate', 'breakdown', 'of', 'hearing', 'aid', 'styles']"
hearing aid,"['lifetime', 'hearing', 'aid', 'service', 'tune', 'ups']"
hearing aid,"['released', 'april', '2017', 'this', 'optimal', 'hearing', 'aid', 'technology', 'available', 'from', 'resound', 'show', 'studies', 'that', 'compared', 'to', 'premium', 'hearing', 'aids', 'from', 'competitive', 'brands', 'resound', 'linx', '3d']"
hearing aid,"['the', 'new', 'hearing', 'care', 'solution', 'offers', 'remote', 'fine', 'tuning', 'and', 'remote', 'hearing', 'aid', 'updates', 'enabled', 'by', 'resound', 's', 'proprietary', 'and', 'secure', 'cloud', 'solution']"
hearing aid,"['hearing', 'aid', 'maintenance']"
hearing aid,"['the', 'ultimate', 'breakdown', 'of', 'hearing', 'aid', 'styles']"
hearing aid,"['hearing', 'aid', 'batteries']"
dogan,"['tom', 'derenick', 'nick', 'derington', 'johnny', 'desjardins', 'joe', 'devito', 'dave', 'devries', 'steve', 'dillon', 'steve', 'ditko', 'andrea', 'divito', 'jelena', 'kevic', 'djurdjevic', 'marko', 'djurdjevic', 'terry', 'dodson', 'juan', 'doe', 'omar', 'dogan', 'michael', 'dooney', 'nick', 'dragotta', 'brianne', 'drouhard', 'rob', 'duenas', 'dan', 'duncan', 'ben', 'dunn', 'jan', 'duursema', 'kieron', 'dwyer', 'dale', 'eaglesham', 'kevin', 'eastman', 'scot', 'eaton', 'neil', 'edwards', 'tommy', 'lee', 'edwards', 'bob', 'eggleton', 'will', 'eisner', 'chris', 'eliopoulos', 'steve', 'epting', 'andrea', 'errico', 'salvador', 'espin', 'john', 'estes', 'khari', 'evans', 'f', 'jason', 'fabok', 'glenn', 'fabry', 'a']"
chancho,"['carnitas', 'tortilla', 'heaven', 'at', 'chancho', 'hello', 'blog', 'world', '!', 'it', 's', 'been', 'a', 'while']"
tojo,"['tojo', 's', 'restaurant', '6', 'course', 'omakase', 'for', '120', 'i', 've', 'already', 'reviewed', 'tojo', 's', 'previously', 'link', 'here', 'but', 'it', 's', 'been', 'a', 'few', 'years', 'since', 'then', 'so', 'i', 'll', 'just', 'keep', 'it', 'brief', 'with', 'a', 'simple', 'photo', 'gallery', 'descriptio']"
devry,"['devry', 'inc', '5']"
hearing aid,"['the', 'best', 'hearing', 'aid', 'clinic', 'in', 'winnipeg']"
hearing aid,"['the', 'best', 'hearing', 'aid', 'clinic', 'in', 'winnipeg']"
hearing aid,"['angioplasty', 'procedure', 'ankle', 'replacement', 'appendix', 'surgery', 'arm', 'surgery', 'arthroscopic', 'knee', 'surgery', 'arthroscopic', 'shoulder', 'surgery', 'artificial', 'eye', 'bariatric', 'surgery', 'biliary', 'stent', 'bone', 'anchored', 'hearing', 'aid', 'breast', 'reconstruction', 'after', 'mastectomy', 'brow', 'lift', 'surgery', 'bunionectomy', 'cardiac', 'catheterization', 'cardiac', 'stent', 'carpal', 'tunnel', 'surgery', 'cataract', 'cochlear', 'implant', 'colonoscopy', 'corneal', 'transplant', 'coronary', 'bypass', 'surgery', 'ct', 'scan', 'deep', 'brain', 'stimulation', 'defibrillator', 'disc', 'replacement', 'surgery', 'diskectomy', 'ear', 'tube', 'surgery', 'echo', 'ekg', 'elbow', 'replacement', 'endoscopy', 'essure', 'birth', 'control', 'eye', 'shunt', 'finger', 'surgery', 'foot', 'repair', 'surgery', 'gastroenterostomy', 'hammertoe', 'correction', 'heart', 'assist', 'device', 'heart', 'valve', 'surgery', 'hernia', 'repair', 'surgery', 'hip', 'fusion', 'hip', 'repair', 'hip', 'replacement', 'knee', 'replacement', 'surgery', 'kyphoplasty', 'laparoscopic', 'hysterectomy', 'laparoscopy', 'cholecystectomy', 'gallbladder', 'removal', 'lithotripsy', 'kidney', 'stone', 'removal', 'mammogram', 'maxillofacial', 'surgery', 'middle', 'ear', 'surgery', 'mra', 'mri', 'obstructive', 'sleep', 'apnea', 'surgery', 'pacemaker', 'pelvic', 'floor', 'repair', 'penile', 'prosthesis', 'surgery', 'pet', 'scan', 'prolapse', 'repair', 'reflux', 'surgery', 'septoplasty', 'surgery', 'shoulder', 'replacement', 'sleep', 'study', 'spinal', 'cord', 'stimulator', 'spinal', 'fusion', 'spinal', 'instrumentation', 'stress', 'test', 'testicular', 'prosthesis', 'tonsil', 'removal', 'ultrasound', 'urinary', 'incontinence', 'treatment', 'urinary', 'stent', 'uterine', 'ablation', 'vaginal', 'prosthesis', 'implantation', 'vagus', 'nerve', 'stimulation', 'vertebroplasty', 'vocal', 'cord', 'dysfunction', 'treatment', 'wrist', 'replacement', 'wrist', 'surgery', 'x', 'ray']"
hearing aid,"['a', 'man', 'was', 'telling', 'his', 'neighbor', 'i', 'just', 'bought', 'a', 'new', 'hearing', 'aid']"
hearing aid,"['an', 'increasing', 'number', 'of', 'hearing', 'aid', 'types', 'include', 'one', 'or', 'more', 'features', 'which', 'are', 'intentionally', 'non', 'linear']"
hearing aid,"['power', 'one', 'p312', 'hearing', 'aid', 'battery']"
melanzane,"['timballo', 'di', 'melanzane', 'epastas']"
devry,"['devry', 'inc', '5']"
devry,"['devry', 'inc', '5']"
wedo,"['this', 'program', 'offers', 'children', 'ages', 'eight', 'to', 'seventeen', 'the', 'opportunity', 'to', 'build', 'with', 'lego', 'wedo', 'robotics']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['her', 'hearing', 'condition', 'is', 'alleviated', 'somewhat', 'by', 'a', 'bone', 'anchored', 'hearing', 'aid', 'which', 'allows', 'her', 'brain', 'to', 'interpret', 'sounds', 'via', 'the', 'vibrations', 'transmitted', 'into', 'her', 'skull']"
cissy,"['madame', 'alexander', 'cissy']"
hearing aid,"['hearing', 'aid', 'batteries']"
mooly,"['mooly', 'fest']"
mooly,"['mooly', 'fest']"
mooly,"['mooly', 'fest']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'styles']"
hearing aid,"['hearing', 'aid', 'repair']"
hearing aid,"['in', 'addition', 'to', 'hearing', 'aids', 'we', 'also', 'offer', 'assistive', 'listening', 'devices', 'and', 'hearing', 'aid', 'accessories', 'which', 'can', 'further', 'the', 'functionality', 'of', 'your', 'hearing', 'aids']"
hearing aid,"['in', 'the', 'ear', 'ite', 'the', 'hearing', 'aid', 'device', 'fits', 'inside', 'the', 'ear', 'and', 'no', 'part', 'of', 'the', 'device', 'is', 'outside', 'of', 'the', 'ear']"
hearing aid,"['invisible', 'in', 'canal', 'iic', 'they', 'are', 'the', 'smaller', 'type', 'of', 'hearing', 'aid', 'and', 'are', 'worn', 'deep', 'in', 'the', 'ear', 'canal', 'being', 'completely', 'discreet']"
hearing aid,"['hearing', 'aid', 'accessories', 'batteries']"
hearing aid,"['hearing', 'aid', 'accessories', 'and', 'assistive', 'listening', 'devices', 'are', 'available', 'to', 'compliment', 'the', 'functionality', 'of', 'your', 'hearing', 'aids']"
hearing aid,"['hearing', 'aid', 'batteries', 'are', 'an', 'important', 'part', 'of', 'hearing', 'aid', 'as', 'they', 'power', 'the', 'device']"
hearing aid,"['the', 'price', 'of', 'hearing', 'aids', 'will', 'vary', 'by', 'thousands', 'of', 'dollars', 'depending', 'on', 'the', 'style', 'brand', 'and', 'level', 'of', 'technology', 'inside', 'the', 'hearing', 'aid']"
sassenach,"['dawn', 'jamie', 'to', 'claire', 'when', 'she', 'talked', 'about', 'doing', 'the', 'autopsy', 'on', 'the', 'cobra', 'bite', 'victim', 'you', 'should', 'work', 'on', 'your', 'bedside', 'manner', 'sassenach']"
sassenach,"['will', 'ye', 'trust', 'me', 'sassenach', '?', 'he', 'said']"
